code,name,continent,iso_country,iso_region,gps_code,iata_code,latitude,longitude
NZCH,Christchurch International Airport,OC,NZ,NZ-CAN,NZCH,CHC,172.5319977,-43.48939896
NZCI,Chatham Islands-Tuuta Airport,OC,NZ,NZ-WGN,NZCI,CHT,-176.4570007,-43.81000137
NZDN,Dunedin Airport,OC,NZ,NZ-OTA,NZDN,DUD,170.197998,-45.92810059
NZGS,Gisborne Airport,OC,NZ,NZ-GIS,NZGS,GIS,177.9779968,-38.66329956
NZGT,Glentanner Airport,OC,NZ,NZ-CAN,NZGT,GTN,170.128006,-43.90670013
NZHK,Hokitika Airfield,OC,NZ,NZ-WTC,NZHK,HKK,170.9850006,-42.71360016
NZHN,Hamilton International Airport,OC,NZ,NZ-WKO,NZHN,HLZ,175.3320007,-37.86669922
NZIR,McMurdo Station Ice Runway,AN,AQ,AQ-U-A,NZIR,,166.4689941,-77.85399628
NZKK,Kerikeri Airport,OC,NZ,NZ-NTL,NZKK,KKE,173.9120026,-35.26279831
NZKT,Kaitaia Airport,OC,NZ,NZ-NTL,NZKT,KAT,173.2850037,-35.06999969
NZLX,Alexandra Airport,OC,NZ,NZ-OTA,NZLX,ALR,169.3730011,-45.21170044
NZMC,Mount Cook Airport,OC,NZ,NZ-CAN,NZMC,MON,170.1329956,-43.76499939
NZMO,Manapouri Airport,OC,NZ,NZ-STL,NZMO,TEU,167.6499939,-45.53310013
NZMS,Hood Airport,OC,NZ,NZ-WGN,NZMS,MRO,175.6340027,-40.97330093
NZNP,New Plymouth Airport,OC,NZ,NZ-TKI,NZNP,NPL,174.1790009,-39.00859833
NZNR,Hawke's Bay Airport,OC,NZ,NZ-HKB,NZNR,NPE,176.869995,-39.465801
NZNS,Nelson Airport,OC,NZ,NZ-NSN,NZNS,NSN,173.220993,-41.2983017
NZNV,Invercargill Airport,OC,NZ,NZ-STL,NZNV,IVC,168.3130035,-46.41239929
NZOH,RNZAF Base Ohakea,OC,NZ,NZ-MWT,NZOH,OHA,175.3880005,-40.20600128
NZOU,Oamaru Airport,OC,NZ,NZ-OTA,NZOU,OAM,171.0820007,-44.97000122
NZPG,McMurdo Station Pegasus Field,AN,AQ,AQ-U-A,NZPG,,166.5249939,-77.96340179
NZPM,Palmerston North Airport,OC,NZ,NZ-MWT,NZPM,PMR,175.6170044,-40.3205986
NZPP,Paraparaumu Airport,OC,NZ,NZ-WGN,NZPP,PPQ,174.9889984,-40.90470123
NZQN,Queenstown International Airport,OC,NZ,NZ-OTA,NZQN,ZQN,168.7389984,-45.02109909
NZRO,Rotorua Regional Airport,OC,NZ,NZ-BOP,NZRO,ROT,176.3170013,-38.10919952
NZSP,South Pole Station Airport,AN,AQ,AQ-U-A,NZSP,,0,-90
NZTG,Tauranga Airport,OC,NZ,NZ-BOP,NZTG,TRG,176.1959991,-37.6719017
NZTU,Timaru Airport,OC,NZ,NZ-CAN,NZTU,TIU,171.2250061,-44.30279922
NZUK,Pukaki Airport,OC,NZ,NZ-CAN,NZUK,TWZ,170.1179962,-44.23500061
NZWB,Woodbourne Airport,OC,NZ,NZ-MBH,NZWB,BHE,173.8699951,-41.5182991
NZWD,Williams Field,AN,AQ,AQ-U-A,NZWD,,167.0570068,-77.86740112
NZWF,Wanaka Airport,OC,NZ,NZ-OTA,NZWF,WKA,169.2460022,-44.72219849
NZWK,Whakatane Airport,OC,NZ,NZ-BOP,NZWK,WHK,176.9140015,-37.92060089
NZWN,Wellington International Airport,OC,NZ,NZ-WGN,NZWN,WLG,174.8049927,-41.32720184
NZWO,Wairoa Airport,OC,NZ,NZ-HKB,NZWO,WIR,177.4069977,-39.00690079
NZWP,RNZAF Base Auckland-Whenuapai,OC,NZ,NZ-AUK,NZWP,,174.6300049,-36.78779984
NZWR,Whangarei Airport,OC,NZ,NZ-NTL,NZWR,WRE,174.3650055,-35.7682991
NZWS,Westport Airport,OC,NZ,NZ-WTC,NZWS,WSZ,171.5809937,-41.73809814
NZWU,Wanganui Airport,OC,NZ,NZ-MWT,NZWU,WAG,175.0249939,-39.96220016
OAHR,Herat Airport,AS,AF,AF-HER,OAHR,HEA,62.22829819,34.20999908
OAIX,Bagram Air Base,AS,AF,AF-PAR,OAIX,OAI,69.26499939,34.94609833
OAJL,Jalalabad Airport,AS,AF,AF-NAN,OAJL,JAA,70.49859619,34.39979935
OAKB,Hamid Karzai International Airport,AS,AF,AF-KAB,OAKB,KBL,69.212303,34.565899
OAKN,Kandahar Airport,AS,AF,AF-KAN,OAKN,KDH,65.84780121,31.50580025
OAMN,Maimana Airport,AS,AF,AF-FYB,OAMN,MMZ,64.7609024,35.93080139
OAMS,Mazar I Sharif Airport,AS,AF,AF-BAL,OAMS,MZR,67.20970154,36.70690155
OAUZ,Konduz Airport,AS,AF,AF-KDZ,OAUZ,UND,68.91079712,36.6651001
OBBI,Bahrain International Airport,AS,BH,BH-15,OBBI,BAH,50.63359833,26.27079964
OBBS,Sheik Isa Air Base,AS,BH,BH-14,OBBS,,50.59059906,25.91839981
OEAB,Abha Regional Airport,AS,SA,SA-14,OEAB,AHB,42.65660095,18.24040031
OEAH,Al Ahsa Airport,AS,SA,SA-04,OEAH,HOF,49.48519897,25.2852993
OEBA,Al Baha Airport,AS,SA,SA-11,OEBA,ABT,41.63430023,20.29610062
OEBH,Bisha Airport,AS,SA,SA-14,OEBH,BHH,42.6208992,19.9843998
OEDF,King Fahd International Airport,AS,SA,SA-04,OEDF,DMM,49.79790115,26.47120094
OEDM,King Salman Abdulaziz Airport,AS,SA,SA-01,OEDM,DWD,44.121201,24.4499
OEDR,King Abdulaziz Air Base,AS,SA,SA-04,OEDR,DHA,50.15200043,26.26539993
OEGN,Jizan Regional Airport,AS,SA,SA-09,OEGN,GIZ,42.58580017,16.90110016
OEGS,Gassim Airport,AS,SA,SA-05,OEGS,ELQ,43.7743988,26.30279922
OEGT,Gurayat Domestic Airport,AS,SA,SA-08,OEGT,URY,37.278898,31.412413
OEHL,Ha'il Airport,AS,SA,SA-06,OEHL,HAS,41.686298,27.437901
OEJB,Jubail Airport,AS,SA,SA-04,OEJB,QJB,49.40510178,27.03899956
OEJF,King Faisal Naval Base,AS,SA,SA-02,OEJF,,39.17300034,21.34810066
OEJN,King Abdulaziz International Airport,AS,SA,SA-02,OEJN,JED,39.156502,21.6796
OEKK,King Khaled Military City Airport,AS,SA,SA-04,OEKK,KMC,45.528198,27.9009
OEKM,King Khaled Air Base,AS,SA,SA-14,OEKM,KMX,42.80350113,18.29730034
OEMA,Prince Mohammad Bin Abdulaziz Airport,AS,SA,SA-03,OEMA,MED,39.705101,24.5534
OENG,Nejran Airport,AS,SA,SA-10,OENG,EAM,44.4192009,17.6114006
OENN,Neom Airport,AS,SA,SA-07,OENN,NUM,35.28874,27.927598
OEPA,Al Qaisumah/Hafr Al Batin Airport,AS,SA,SA-04,OEPA,AQI,46.125099,28.335199
OEPS,Prince Sultan Air Base,AS,SA,SA-01,OEPS,AKH,47.58050156,24.06270027
OERF,Rafha Domestic Airport,AS,SA,SA-08,OERF,RAH,43.49060059,29.62639999
OERK,King Khaled International Airport,AS,SA,SA-01,OERK,RUH,46.69879913,24.95759964
OERM,Ras Mishab Airport,AS,SA,SA-04,OERM,,48.61100006,28.07959938
OERR,Arar Domestic Airport,AS,SA,SA-08,OERR,RAE,41.13819885,30.90660095
OERT,Ras Tanura Airport,AS,SA,SA-04,OERT,,50.03079987,26.72310066
OERY,Riyadh Air Base,AS,SA,SA-01,OERY,XXN,46.72520065,24.70980072
OESH,Sharurah Airport,AS,SA,SA-10,OESH,SHW,47.12139893,17.46689987
OESK,Al-Jawf Domestic Airport,AS,SA,SA-12,OESK,AJF,40.09999847,29.78510094
OETB,Tabuk Airport,AS,SA,SA-07,OETB,TUU,36.6189,28.3654
OETF,Taâif Regional Airport,AS,SA,SA-02,OETF,TIF,40.543442,21.483001
OETN,Ras Tanajib Airport,AS,SA,SA-04,OETN,,48.76910019,27.86779976
OETR,Turaif Domestic Airport,AS,SA,SA-08,OETR,TUI,38.731544,31.692188
OEWD,Wadi Al Dawasir Airport,AS,SA,SA-01,OEWD,WAE,45.19960022,20.50429916
OEWJ,Al Wajh Domestic Airport,AS,SA,SA-07,OEWJ,EJH,36.47639847,26.19860077
OEYN,Prince Abdulmohsin Bin Abdulaziz Airport,AS,SA,SA-03,OEYN,YNB,38.0634,24.144199
OIAA,Abadan Airport,AS,IR,IR-10,OIAA,ABD,48.22829819,30.37109947
OIAG,Aghajari Airport,AS,IR,IR-10,OIAG,AKW,49.6772,30.7444
OIAH,Gachsaran Airport,AS,IR,IR-18,OIAH,GCH,50.82799912,30.33760071
OIAI,Shahid Asyaee Airport,AS,IR,IR-10,OIAI,,49.270401,32.00239944
OIAM,Mahshahr Airport,AS,IR,IR-10,OIAM,MRX,49.15190125,30.55620003
OIAW,Ahwaz Airport,AS,IR,IR-10,OIAW,AWZ,48.76200104,31.33740044
OIBA,Abu Musa Island Airport,AS,IR,IR-23,OIBA,AEU,55.033001,25.8757
OIBB,Bushehr Airport,AS,IR,IR-06,OIBB,BUZ,50.83459854,28.94479942
OIBJ,Jam Airport,AS,IR,IR-06,OIBJ,KNR,52.35219955,27.82049942
OIBK,Kish International Airport,AS,IR,IR-23,OIBK,KIH,53.98020172,26.52619934
OIBL,Bandar Lengeh Airport,AS,IR,IR-23,OIBL,BDH,54.82479858,26.53199959
OIBP,Persian Gulf International Airport,AS,IR,IR-06,OIBP,PGU,52.737701,27.379601
OIBQ,Khark Island Airport,AS,IR,IR-06,OIBQ,KHK,50.32389832,29.26029968
OIBS,Sirri Island Airport,AS,IR,IR-23,OIBS,SXI,54.53939819,25.90889931
OIBV,Lavan Island Airport,AS,IR,IR-23,OIBV,LVP,53.35630035,26.81030083
OICC,Shahid Ashrafi Esfahani Airport,AS,IR,IR-17,OICC,KSH,47.15810013,34.34590149
OICI,Ilam Airport,AS,IR,IR-05,OICI,IIL,46.40480042,33.58660126
OICK,Khoram Abad Airport,AS,IR,IR-20,OICK,KHD,48.28290176,33.4353981
OICS,Sanandaj Airport,AS,IR,IR-16,OICS,SDG,47.00920105,35.2458992
OIFK,Kashan Airport,AS,IR,IR-04,OIFK,KKS,51.577,33.895302
OIFM,Esfahan Shahid Beheshti International Airport,AS,IR,IR-04,OIFM,IFN,51.86130142,32.75080109
OIFP,Badr Air Base,AS,IR,IR-04,OIFP,,51.6969986,32.62110138
OIFS,Shahrekord Airport,AS,IR,IR-08,OIFS,CQD,50.84220123,32.29719925
OIGG,Sardar-e-Jangal Airport,AS,IR,IR-19,OIGG,RAS,49.617778,37.323333
OIHH,Hamadan Airport,AS,IR,IR-24,OIHH,HDM,48.55250168,34.86920166
OIHS,Hamadan Air Base,AS,IR,IR-24,OIHS,,48.65340042,35.21160126
OIIE,Imam Khomeini International Airport,AS,IR,IR-07,OIIE,IKA,51.15219879,35.41609955
OIIG,Ghale Morghi Airport,AS,IR,IR-07,OIIG,,51.38069916,35.64479828
OIII,Mehrabad International Airport,AS,IR,IR-07,OIII,THR,51.31340027,35.68920135
OIIK,Qazvin Airport,AS,IR,IR-28,OIIK,GZW,50.0471,36.240101
OIIM,Naja Airport,AS,IR,IR-07,OIIM,,50.88100052,35.77629852
OIIP,Payam International Airport,AS,IR,IR-U-A,OIIP,PYK,50.8266983,35.77610016
OIKB,Bandar Abbas International Airport,AS,IR,IR-23,OIKB,BND,56.37779999,27.21829987
OIKJ,Jiroft Airport,AS,IR,IR-15,OIKJ,JYR,57.67029953,28.7269001
OIKK,Kerman Airport,AS,IR,IR-15,OIKK,KER,56.9510994,30.27440071
OIKM,Bam Airport,AS,IR,IR-15,OIKM,BXR,58.45000076,29.08419991
OIKQ,Dayrestan Airport,AS,IR,IR-23,OIKQ,,55.90240097,26.75460052
OIKR,Rafsanjan Airport,AS,IR,IR-15,OIKR,RJN,56.05110168,30.29770088
OIKY,Sirjan Airport,AS,IR,IR-15,OIKY,SYJ,55.67269897,29.55089951
OIMB,Birjand Airport,AS,IR,IR-29,OIMB,XBJ,59.26610184,32.89810181
OIMC,Sarakhs Airport,AS,IR,IR-30,OIMC,CKT,61.06489944,36.50120163
OIMM,Mashhad International Airport,AS,IR,IR-30,OIMM,MHD,59.64099884,36.23519897
OIMN,Bojnord Airport,AS,IR,IR-31,OIMN,BJB,57.30820084,37.49300003
OIMS,Sabzevar National Airport,AS,IR,IR-30,OIMS,AFZ,57.59519958,36.16809845
OIMT,Tabas Airport,AS,IR,IR-25,OIMT,TCX,56.8927002,33.6678009
OING,Gorgan Airport,AS,IR,IR-27,OING,GBT,54.40129852,36.90940094
OINN,Noshahr Airport,AS,IR,IR-21,OINN,NSH,51.46469879,36.66329956
OINR,Ramsar Airport,AS,IR,IR-21,OINR,RZR,50.67959976,36.90990067
OINZ,Dasht-e Naz Airport,AS,IR,IR-21,OINZ,SRY,53.1935997,36.63579941
OISF,Fasa Airport,AS,IR,IR-14,OISF,FAZ,53.72330093,28.89179993
OISL,Lar Airport,AS,IR,IR-14,OISL,LRR,54.38330078,27.67469978
OISS,Shiraz Shahid Dastghaib International Airport,AS,IR,IR-14,OISS,SYZ,52.589802,29.5392
OISY,Yasouj Airport,AS,IR,IR-18,OISY,YES,51.54510117,30.70050049
OITL,Ardabil Airport,AS,IR,IR-03,OITL,ADU,48.42440033,38.32569885
OITR,Urmia Airport,AS,IR,IR-02,OITR,OMH,45.06869888,37.66809845
OITT,Tabriz International Airport,AS,IR,IR-01,OITT,TBZ,46.23500061,38.13389969
OITZ,Zanjan Airport,AS,IR,IR-11,OITZ,JWN,48.3594017,36.77370071
OIYY,Shahid Sadooghi Airport,AS,IR,IR-25,OIYY,AZD,54.2765007,31.9048996
OIZB,Zabol Airport,AS,IR,IR-13,OIZB,ACZ,61.54389954,31.09830093
OIZC,Konarak Airport,AS,IR,IR-13,OIZC,ZBR,60.38209915,25.44330025
OIZH,Zahedan International Airport,AS,IR,IR-13,OIZH,ZAH,60.90620041,29.47570038
OIZI,Iran Shahr Airport,AS,IR,IR-13,OIZI,IHR,60.72000122,27.23609924
OJ40,Muwaffaq Salti Air Base,AS,JO,JO-AZ,OJ40,,36.7820015,31.82559967
OJAI,Queen Alia International Airport,AS,JO,JO-AM,OJAI,AMM,35.99319839,31.72260094
OJAM,Amman-Marka International Airport,AS,JO,JO-AM,OJAM,ADJ,35.99160004,31.97270012
OJAQ,Aqaba King Hussein International Airport,AS,JO,JO-AQ,OJAQ,AQJ,35.01810074,29.61160088
OKAJ,Ahmed Al Jaber Air Base,AS,KW,KW-AH,OKAJ,XIJ,47.79190063,28.93479919
OKAS,Ali Al Salem Air Base,AS,KW,KW-JA,OKAS,,47.52080154,29.34670067
OKBK,Kuwait International Airport,AS,KW,KW-FA,OKBK,KWI,47.96889877,29.22660065
OLBA,Beirut Rafic Hariri International Airport,AS,LB,LB-JL,OLBA,BEY,35.48839951,33.82089996
OLKA,Rene Mouawad Air Base,AS,LB,LB-AS,OLKA,KYE,36.01129913,34.58929825
OLRA,Rayak Air Base,AS,LB,LB-BI,OLRA,,35.98770142,33.85079956
OM-0003,Duqm International Airport,AS,OM,OM-WU,OODQ,DQM,57.634167,19.501944
OM-0004,Rustaq Airport,AS,OM,OM-BA,OORQ,MNH,57.4875,23.640556
OMAA,Abu Dhabi International Airport,AS,AE,AE-AZ,OMAA,AUH,54.65110016,24.43300056
OMAD,Bateen Airport,AS,AE,AE-AZ,OMAD,AZI,54.45809937,24.42830086
OMAL,Al Ain International Airport,AS,AE,AE-AZ,OMAL,AAN,55.60919952,24.26169968
OMAM,Al Dhafra Air Base,AS,AE,AE-AZ,OMAM,DHF,54.54769897,24.24819946
OMBY,Sir Bani Yas Airport,AS,AE,AE-AZ,OMBY,XSB,52.580278,24.283611
OMDB,Dubai International Airport,AS,AE,AE-DU,OMDB,DXB,55.36439896,25.25279999
OMDM,Al Minhad Air Base,AS,AE,AE-DU,OMDM,NHD,55.36619949,25.02680016
OMDW,Al Maktoum International Airport,AS,AE,AE-DU,OMDW,DWC,55.161389,24.896356
OMFJ,Fujairah International Airport,AS,AE,AE-FU,OMFJ,FJR,56.32400131,25.11219978
OMRK,Ras Al Khaimah International Airport,AS,AE,AE-RK,OMRK,RKT,55.93880081,25.6135006
OMSJ,Sharjah International Airport,AS,AE,AE-SH,OMSJ,SHJ,55.51720047,25.32859993
OOKB,Khasab Air Base,AS,OM,OM-MU,OOKB,KHS,56.24060059,26.17099953
OOMA,Masirah Air Base,AS,OM,OM-SH,OOMA,MSH,58.89049911,20.67539978
OOMS,Muscat International Airport,AS,OM,OM-MA,OOMS,MCT,58.28440094,23.59329987
OOSA,Salalah Airport,AS,OM,OM-ZU,OOSA,SLL,54.09130096,17.0387001
OOTH,Thumrait Air Base,AS,OM,OM-ZU,OOTH,TTH,54.02460098,17.66600037
OP12,Bandari Air Base,AS,PK,PK-BA,,,65.16000366,27.8465004
OPBW,Bahawalpur Airport,AS,PK,PK-PB,OPBW,BHV,71.71800232,29.34810066
OPCH,Chitral Airport,AS,PK,PK-NW,OPCH,CJL,71.80059814,35.88660049
OPDG,Dera Ghazi Khan Airport,AS,PK,PK-PB,OPDG,DEA,70.48590088,29.96100044
OPDI,Dera Ismael Khan Airport,AS,PK,PK-NW,OPDI,DSK,70.89659882,31.90940094
OPFA,Faisalabad International Airport,AS,PK,PK-PB,OPFA,LYP,72.99479675,31.36499977
OPGD,Gwadar International Airport,AS,PK,PK-BA,OPGD,GWD,62.32949829,25.23329926
OPGT,Gilgit Airport,AS,PK,PK-NA,OPGT,GIL,74.33360291,35.91880035
OPIS,Islamabad International Airport,AS,PK,PK-PB,OPIS,ISB,72.82566,33.549
OPJA,Shahbaz Air Base,AS,PK,PK-SD,OPJA,JAG,68.4496994,28.28420067
OPKC,Jinnah International Airport,AS,PK,PK-SD,OPKC,KHI,67.160797,24.9065
OPLA,Alama Iqbal International Airport,AS,PK,PK-PB,OPLA,LHE,74.4036026,31.52160072
OPLH,Walton Airport,AS,PK,PK-PB,OPLH,,74.34619904,31.49480057
OPMA,Mangla Airport,AS,PK,PK-PB,OPMA,XJM,73.63839722,33.05009842
OPMF,Muzaffarabad Airport,AS,PK,PK-JK,OPMF,MFG,73.50859833,34.3390007
OPMI,Mianwali Air Base,AS,PK,PK-PB,OPMI,MWD,71.5707016,32.56309891
OPMJ,Moenjodaro Airport,AS,PK,PK-SD,OPMJ,MJD,68.14309692,27.33519936
OPMR,Masroor Air Base,AS,PK,PK-SD,OPMR,,66.938797,24.89360046
OPMS,Minhas Air Base,AS,PK,PK-PB,OPMS,ATG,72.40090179,33.86909866
OPMT,Multan International Airport,AS,PK,PK-PB,OPMT,MUX,71.4190979,30.20319939
OPNH,Shaheed Benazirabad Airport,AS,PK,PK-SD,OPNH,WNS,68.390099,26.2194
OPPG,Panjgur Airport,AS,PK,PK-BA,OPPG,PJG,64.13249969,26.9545002
OPPI,Pasni Airport,AS,PK,PK-BA,OPPI,PSI,63.3451004,25.29050064
OPPS,Peshawar International Airport,AS,PK,PK-NW,OPPS,PEW,71.51460266,33.9939003
OPQT,Quetta International Airport,AS,PK,PK-BA,OPQT,UET,66.93779755,30.25139999
OPRK,Shaikh Zaid Airport,AS,PK,PK-PB,OPRK,RYK,70.27960205,28.38389969
OPRN,Benazir Bhutto International Airport,AS,PK,PK-PB,OPRN,,73.099197,33.616699
OPRQ,Rafiqui Air Base,AS,PK,PK-PB,OPRQ,,72.28250122,30.75810051
OPRS,Risalpur Air Base,AS,PK,PK-NW,OPRS,,71.97260284,34.08110046
OPRT,Rawalakot Airport,AS,PK,PK-JK,OPRT,RAZ,73.79810333,33.84970093
OPSD,Skardu Airport,AS,PK,PK-NA,OPSD,KDU,75.53600311,35.33549881
OPSF,Faisal Air Base,AS,PK,PK-SD,OPSF,,67.11849976,24.87420082
OPSK,Sukkur Airport,AS,PK,PK-SD,OPSK,SKZ,68.79170227,27.72200012
OPSN,Sehwan Sharif Airport,AS,PK,PK-SD,OPSN,SYW,67.71720123,26.47310066
OPSR,Mushaf Air Base,AS,PK,PK-PB,OPSR,SGI,72.66500092,32.04859924
OPSS,Saidu Sharif Airport,AS,PK,PK-NW,OPSS,SDT,72.35279846,34.81359863
OPST,Sialkot Airport,AS,PK,PK-PB,OPST,SKT,74.3638916,32.53555679
OPSU,Sui Airport,AS,PK,PK-BA,OPSU,SUL,69.17690277,28.64509964
OPTU,Turbat International Airport,AS,PK,PK-BA,OPTU,TUK,63.03020096,25.9864006
OPZB,Zhob Airport,AS,PK,PK-BA,OPZB,PZH,69.46360016,31.35840034
ORAA,Al Asad Air Base,AS,IQ,IQ-AN,ORAA,IQA,42.44120026,33.78559875
ORAT,Al Taqaddum Air Base,AS,IQ,IQ-AN,ORAT,TQD,43.5970993,33.33810043
ORBD,Joint Base Balad,AS,IQ,IQ-SD,ORBD,,44.361599,33.940201
ORBI,Baghdad International Airport,AS,IQ,IQ-BG,ORBI,BGW,44.23460007,33.26250076
ORBM,Mosul International Airport,AS,IQ,IQ-NI,ORBM,OSM,43.1474,36.305801
ORER,Erbil International Airport,AS,IQ,IQ-AR,ORER,EBL,43.96319962,36.23759842
ORKK,Kirkuk Air Base,AS,IQ,IQ-TS,ORKK,KIK,44.34889984,35.4695015
ORMM,Basrah International Airport,AS,IQ,IQ-BA,ORMM,BSR,47.66210175,30.54910088
ORQW,Qayyarah West Airport,AS,IQ,IQ-NI,ORQW,RQW,43.12509918,35.76720047
ORSH,Al Sahra Army Air Field,AS,IQ,IQ-SD,ORSH,,43.54299927,34.6731987
ORSU,Sulaymaniyah International Airport,AS,IQ,IQ-SW,ORSU,ISU,45.31673813,35.5617485
ORTF,Tall Afar Army Air Field,AS,IQ,IQ-NI,ORTF,,42.40299988,36.28310013
ORTI,Al Taji Army Air Field,AS,IQ,IQ-BG,ORTI,,44.25669861,33.52389908
ORTL,Ali Air Base,AS,IQ,IQ-DQ,ORTL,XNH,46.090099,30.935801
ORUB,Ubaydah Bin Al Jarrah Airport,AS,IQ,IQ-WA,ORUB,,45.75709915,32.48199844
OS57,Abu ad Duhur Air Base,AS,SY,SY-HL,,,37.10419846,35.73220062
OS64,An Nasiriyah Air Base,AS,SY,SY-DI,,,36.86660004,33.91899872
OS69,Khalkhalah Air Base,AS,SY,SY-SU,,,36.55820847,33.07730103
OS70,Al Qusayr Air Base,AS,SY,SY-HI,,,36.57279968,34.56909943
OSAP,Aleppo International Airport,AS,SY,SY-HL,OSAP,ALP,37.22439957,36.18069839
OSDI,Damascus International Airport,AS,SY,SY-DI,OSDI,DAM,36.5155983,33.41149902
OSDZ,Deir ez-Zor Air Base,AS,SY,SY-DY,OSDZ,DEZ,40.175999,35.2854
OSKL,Kamishly Airport,AS,SY,SY-HA,OSKL,KAC,41.19139862,37.02059937
OSLK,Bassel Al-Assad International Airport,AS,SY,SY-LA,OSLK,LTK,35.94869995,35.40110016
OSPR,Palmyra Airport,AS,SY,SY-HI,OSPR,PMS,38.316898,34.5574
OTBD,Doha International Airport,AS,QA,QA-DA,OTBD,DIA,51.565102,25.261101
OTBH,Al Udeid Air Base,AS,QA,QA-RA,OTBH,XJD,51.31499863,25.11730003
OTHH,Hamad International Airport,AS,QA,QA-DA,OTHH,DOH,51.608056,25.273056
OY74,Al Anad Air Base,AS,YE,YE-LA,,,44.76509857,13.17469978
OYAA,Aden International Airport,AS,YE,YE-AD,OYAA,ADE,45.02880096,12.8295002
OYAT,Ataq Airport,AS,YE,YE-AB,OYAT,AXK,46.82619858,14.55130005
OYBN,Beihan Airport,AS,YE,YE-AB,OYBN,BHN,45.7201004,14.78199959
OYGD,Al Ghaidah International Airport,AS,YE,YE-MR,OYGD,AAY,52.17499924,16.19169998
OYHD,Hodeidah International Airport,AS,YE,YE-HU,OYHD,HOD,42.97629929,14.75300026
OYRN,Riyan Mukalla International Airport,AS,YE,YE-HD,OYRN,RIY,49.375,14.6626
OYSN,Sana'a International Airport,AS,YE,YE-SN,OYSN,SAH,44.21969986,15.47630024
OYSQ,Socotra International Airport,AS,YE,YE-HD,OYSQ,SCT,53.90579987,12.63070011
OYSY,Sayun International Airport,AS,YE,YE-HD,OYSY,GXF,48.78829956,15.96609974
OYTZ,Ta'izz International Airport,AS,YE,YE-TA,OYTZ,TAI,44.13909912,13.68599987
PAAQ,"Warren ""Bud"" Woods Palmer Municipal Airport",NA,US,US-AK,PAAQ,PAQ,-149.08901,61.594898
PABA,Barter Island LRRS Airport,NA,US,US-AK,PABA,BTI,-143.5820007,70.13400269
PABE,Bethel Airport,NA,US,US-AK,PABE,BET,-161.8379974,60.77980042
PABI,Allen Army Airfield,NA,US,US-AK,PABI,BIG,-145.7220001,63.99449921
PABL,Buckland Airport,NA,US,US-AK,PABL,BKC,-161.1490021,65.9815979
PABR,Wiley Post Will Rogers Memorial Airport,NA,US,US-AK,PABR,BRW,-156.766008,71.285402
PABT,Bettles Airport,NA,US,US-AK,PABT,BTT,-151.529007,66.91390228
PABV,Birchwood Airport,NA,US,US-AK,PABV,,-149.5070038,61.41650009
PACD,Cold Bay Airport,NA,US,US-AK,PACD,CDB,-162.7250061,55.20610046
PACL,Clear Airport,NA,US,US-AK,PACL,,-149.119995,64.301201
PACM,Scammon Bay Airport,NA,US,US-AK,PACM,SCM,-165.5709991,61.84529877
PACV,Merle K (Mudhole) Smith Airport,NA,US,US-AK,PACV,CDV,-145.4779968,60.4917984
PACZ,Cape Romanzof LRRS Airport,NA,US,US-AK,PACZ,CZF,-166.0390015,61.78030014
PADE,Deering Airport,NA,US,US-AK,PADE,DRG,-162.766006,66.069603
PADK,Adak Airport,NA,US,US-AK,PADK,ADK,-176.6459961,51.87799835
PADL,Dillingham Airport,NA,US,US-AK,PADL,DLG,-158.5050049,59.04470062
PADM,Marshall Don Hunter Sr Airport,NA,US,US-AK,PADM,MLL,-162.026001,61.86429977
PADQ,Kodiak Airport,NA,US,US-AK,PADQ,ADQ,-152.4940033,57.75
PADU,Unalaska Airport,NA,US,US-AK,PADU,DUT,-166.5440063,53.90010071
PAED,Elmendorf Air Force Base,NA,US,US-AK,PAED,EDF,-149.8070068,61.25099945
PAEH,Cape Newenham LRRS Airport,NA,US,US-AK,PAEH,EHM,-162.0630035,58.64640045
PAEI,Eielson Air Force Base,NA,US,US-AK,PAEI,EIL,-147.102005,64.66570282
PAEM,Emmonak Airport,NA,US,US-AK,PAEM,EMK,-164.4909973,62.78609848
PAEN,Kenai Municipal Airport,NA,US,US-AK,PAEN,ENA,-151.2449951,60.57310104
PAFA,Fairbanks International Airport,NA,US,US-AK,PAFA,FAI,-147.8560028,64.81510162
PAFB,Ladd AAF Airfield,NA,US,US-AK,PAFB,FBK,-147.6139984,64.83750153
PAFE,Kake Airport,NA,US,US-AK,PAFE,,-133.9100037,56.96139908
PAFM,Ambler Airport,NA,US,US-AK,PAFM,ABL,-157.856989,67.1063
PAGA,Edward G. Pitka Sr Airport,NA,US,US-AK,PAGA,GAL,-156.9369965,64.73619843
PAGK,Gulkana Airport,NA,US,US-AK,PAGK,GKN,-145.4570007,62.1548996
PAGM,Gambell Airport,NA,US,US-AK,PAGM,GAM,-171.7330017,63.76679993
PAGS,Gustavus Airport,NA,US,US-AK,PAGS,GST,-135.7070007,58.4253006
PAHC,Holy Cross Airport,NA,US,US-AK,PAHC,HCR,-159.7749939,62.18830109
PAHL,Huslia Airport,NA,US,US-AK,PAHL,HSL,-156.3509979,65.69789886
PAHN,Haines Airport,NA,US,US-AK,PAHN,HNS,-135.5240021,59.24380112
PAHO,Homer Airport,NA,US,US-AK,PAHO,HOM,-151.477005,59.64559937
PAHP,Hooper Bay Airport,NA,US,US-AK,PAHP,HPB,-166.1470032,61.52389908
